2024/04/01 09:51:12 [error] 180#180: *6 open() "/var/www/html/.git/config" failed (2: No such file or directory), client: 13.52.100.196, server: localhost-nginx-proxy-manager, request: "GET /.git/config HTTP/1.1", host: "54.74.199.28"
2024/04/01 10:20:43 [error] 208#208: *1168 open() "/var/www/html/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:43 [error] 208#208: *1168 open() "/var/www/html/cgi-bin/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /cgi-bin/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:43 [error] 208#208: *1168 open() "/var/www/html/css/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /css/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:43 [error] 208#208: *1168 open() "/var/www/html/wp-admin/user/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/user/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:43 [error] 208#208: *1168 open() "/var/www/html/img/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /img/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:43 [error] 208#208: *1168 open() "/var/www/html/wp-admin/css/colors/coffee/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors/coffee/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:43 [error] 208#208: *1168 open() "/var/www/html/wp-admin/images/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/images/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:44 [error] 208#208: *1168 open() "/var/www/html/images/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /images/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:44 [error] 208#208: *1168 open() "/var/www/html/wp-admin/js/widgets/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/js/widgets/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:44 [error] 208#208: *1168 open() "/var/www/html/wp-admin/css/colors/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:44 [error] 208#208: *1168 open() "/var/www/html/wp-admin/includes/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/includes/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:44 [error] 208#208: *1168 open() "/var/www/html/wp-admin/css/colors/blue/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/css/colors/blue/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:20:44 [error] 208#208: *1168 open() "/var/www/html/wp-admin/xmrlpc.php" failed (2: No such file or directory), client: 89.187.164.168, server: localhost-nginx-proxy-manager, request: "GET /wp-admin/xmrlpc.php?p= HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:14 [warn] 208#208: 512 worker_connections are not enough, reusing connections
2024/04/01 10:53:14 [alert] 208#208: 512 worker_connections are not enough
2024/04/01 10:53:14 [error] 208#208: *1736 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost-nginx-proxy-manager, request: "GET /favicon.ico HTTP/1.1", upstream: "http://127.0.0.1:80/favicon.ico", host: "water-tracker.com", referrer: "http://water-tracker.com/"
2024/04/01 10:53:28 [error] 208#208: *1756 open() "/var/www/html/server" failed (2: No such file or directory), client: 172.70.160.141, server: localhost-nginx-proxy-manager, request: "GET /server HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:28 [error] 208#208: *1758 open() "/var/www/html/server" failed (2: No such file or directory), client: 172.71.95.14, server: localhost-nginx-proxy-manager, request: "GET /server HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:28 [error] 208#208: *1762 open() "/var/www/html/.vscode/sftp.json" failed (2: No such file or directory), client: 172.69.194.191, server: localhost-nginx-proxy-manager, request: "GET /.vscode/sftp.json HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:28 [error] 208#208: *1763 open() "/var/www/html/.vscode/sftp.json" failed (2: No such file or directory), client: 172.70.46.76, server: localhost-nginx-proxy-manager, request: "GET /.vscode/sftp.json HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:28 [error] 208#208: *1764 open() "/var/www/html/about" failed (2: No such file or directory), client: 172.69.195.203, server: localhost-nginx-proxy-manager, request: "GET /about HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:28 [error] 208#208: *1765 open() "/var/www/html/about" failed (2: No such file or directory), client: 172.71.103.124, server: localhost-nginx-proxy-manager, request: "GET /about HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:28 [error] 208#208: *1766 open() "/var/www/html/debug/default/view" failed (2: No such file or directory), client: 172.71.242.32, server: localhost-nginx-proxy-manager, request: "GET /debug/default/view?panel=config HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:28 [error] 208#208: *1750 open() "/var/www/html/debug/default/view" failed (2: No such file or directory), client: 172.71.102.193, server: localhost-nginx-proxy-manager, request: "GET /debug/default/view?panel=config HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:28 [error] 208#208: *1768 open() "/var/www/html/v2/_catalog" failed (2: No such file or directory), client: 172.70.85.24, server: localhost-nginx-proxy-manager, request: "GET /v2/_catalog HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:28 [error] 208#208: *1769 open() "/var/www/html/v2/_catalog" failed (2: No such file or directory), client: 172.71.183.100, server: localhost-nginx-proxy-manager, request: "GET /v2/_catalog HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:28 [error] 208#208: *1770 open() "/var/www/html/ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application" failed (2: No such file or directory), client: 172.70.162.188, server: localhost-nginx-proxy-manager, request: "GET /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:28 [error] 208#208: *1771 open() "/var/www/html/ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application" failed (2: No such file or directory), client: 172.71.182.64, server: localhost-nginx-proxy-manager, request: "GET /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:28 [error] 208#208: *1772 open() "/var/www/html/server-status" failed (2: No such file or directory), client: 172.71.242.106, server: localhost-nginx-proxy-manager, request: "GET /server-status HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1775 open() "/var/www/html/login.action" failed (2: No such file or directory), client: 172.69.194.146, server: localhost-nginx-proxy-manager, request: "GET /login.action HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1776 open() "/var/www/html/server-status" failed (2: No such file or directory), client: 172.71.94.138, server: localhost-nginx-proxy-manager, request: "GET /server-status HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1752 open() "/var/www/html/_all_dbs" failed (2: No such file or directory), client: 172.70.162.169, server: localhost-nginx-proxy-manager, request: "GET /_all_dbs HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1750 open() "/var/www/html/login.action" failed (2: No such file or directory), client: 172.71.102.193, server: localhost-nginx-proxy-manager, request: "GET /login.action HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1777 open() "/var/www/html/.DS_Store" failed (2: No such file or directory), client: 172.70.85.16, server: localhost-nginx-proxy-manager, request: "GET /.DS_Store HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1778 open() "/var/www/html/_all_dbs" failed (2: No such file or directory), client: 172.71.183.90, server: localhost-nginx-proxy-manager, request: "GET /_all_dbs HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1779 open() "/var/www/html/.env" failed (2: No such file or directory), client: 172.69.195.12, server: localhost-nginx-proxy-manager, request: "GET /.env HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1780 open() "/var/www/html/.DS_Store" failed (2: No such file or directory), client: 172.71.95.20, server: localhost-nginx-proxy-manager, request: "GET /.DS_Store HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1781 open() "/var/www/html/server" failed (2: No such file or directory), client: 162.158.154.244, server: localhost-nginx-proxy-manager, request: "GET /server HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1782 open() "/var/www/html/.git/config" failed (2: No such file or directory), client: 172.71.242.111, server: localhost-nginx-proxy-manager, request: "GET /.git/config HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1783 open() "/var/www/html/.env" failed (2: No such file or directory), client: 172.70.47.34, server: localhost-nginx-proxy-manager, request: "GET /.env HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1784 open() "/var/www/html/s/632313e21323e21323e2430313/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties" failed (2: No such file or directory), client: 172.71.242.124, server: localhost-nginx-proxy-manager, request: "GET /s/632313e21323e21323e2430313/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1785 open() "/var/www/html/.git/config" failed (2: No such file or directory), client: 172.70.46.102, server: localhost-nginx-proxy-manager, request: "GET /.git/config HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1787 open() "/var/www/html/config.json" failed (2: No such file or directory), client: 172.71.242.76, server: localhost-nginx-proxy-manager, request: "GET /config.json HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1770 open() "/var/www/html/server" failed (2: No such file or directory), client: 172.70.162.188, server: localhost-nginx-proxy-manager, request: "GET /server HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1788 open() "/var/www/html/s/935313e2839313e27363e2237313/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties" failed (2: No such file or directory), client: 172.71.98.100, server: localhost-nginx-proxy-manager, request: "GET /s/935313e2839313e27363e2237313/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1789 open() "/var/www/html/.vscode/sftp.json" failed (2: No such file or directory), client: 162.158.155.177, server: localhost-nginx-proxy-manager, request: "GET /.vscode/sftp.json HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1790 open() "/var/www/html/telescope/requests" failed (2: No such file or directory), client: 141.101.98.87, server: localhost-nginx-proxy-manager, request: "GET /telescope/requests HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1791 open() "/var/www/html/.vscode/sftp.json" failed (2: No such file or directory), client: 141.101.98.165, server: localhost-nginx-proxy-manager, request: "GET /.vscode/sftp.json HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1792 open() "/var/www/html/config.json" failed (2: No such file or directory), client: 172.70.47.23, server: localhost-nginx-proxy-manager, request: "GET /config.json HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1794 open() "/var/www/html/about" failed (2: No such file or directory), client: 172.71.178.15, server: localhost-nginx-proxy-manager, request: "GET /about HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1756 open() "/var/www/html/debug/default/view" failed (2: No such file or directory), client: 172.70.160.141, server: localhost-nginx-proxy-manager, request: "GET /debug/default/view?panel=config HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1795 open() "/var/www/html/telescope/requests" failed (2: No such file or directory), client: 172.71.99.141, server: localhost-nginx-proxy-manager, request: "GET /telescope/requests HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1796 open() "/var/www/html/v2/_catalog" failed (2: No such file or directory), client: 172.70.90.81, server: localhost-nginx-proxy-manager, request: "GET /v2/_catalog HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1798 open() "/var/www/html/about" failed (2: No such file or directory), client: 162.158.63.108, server: localhost-nginx-proxy-manager, request: "GET /about HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1799 open() "/var/www/html/ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application" failed (2: No such file or directory), client: 172.69.195.170, server: localhost-nginx-proxy-manager, request: "GET /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1800 open() "/var/www/html/server-status" failed (2: No such file or directory), client: 172.70.91.222, server: localhost-nginx-proxy-manager, request: "GET /server-status HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1770 open() "/var/www/html/login.action" failed (2: No such file or directory), client: 172.70.162.188, server: localhost-nginx-proxy-manager, request: "GET /login.action HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1801 open() "/var/www/html/_all_dbs" failed (2: No such file or directory), client: 172.70.160.159, server: localhost-nginx-proxy-manager, request: "GET /_all_dbs HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1802 open() "/var/www/html/.DS_Store" failed (2: No such file or directory), client: 172.69.195.94, server: localhost-nginx-proxy-manager, request: "GET /.DS_Store HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1803 open() "/var/www/html/debug/default/view" failed (2: No such file or directory), client: 172.70.114.244, server: localhost-nginx-proxy-manager, request: "GET /debug/default/view?panel=config HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1804 open() "/var/www/html/.env" failed (2: No such file or directory), client: 172.71.178.50, server: localhost-nginx-proxy-manager, request: "GET /.env HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1805 open() "/var/www/html/.git/config" failed (2: No such file or directory), client: 172.70.91.174, server: localhost-nginx-proxy-manager, request: "GET /.git/config HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:29 [error] 208#208: *1806 open() "/var/www/html/v2/_catalog" failed (2: No such file or directory), client: 172.70.115.107, server: localhost-nginx-proxy-manager, request: "GET /v2/_catalog HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:30 [error] 208#208: *1756 open() "/var/www/html/s/935313e2839313e27363e2237313/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties" failed (2: No such file or directory), client: 172.70.160.141, server: localhost-nginx-proxy-manager, request: "GET /s/935313e2839313e27363e2237313/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:30 [error] 208#208: *1807 open() "/var/www/html/ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application" failed (2: No such file or directory), client: 162.158.62.107, server: localhost-nginx-proxy-manager, request: "GET /ecp/Current/exporttool/microsoft.exchange.ediscovery.exporttool.application HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:30 [error] 208#208: *1784 open() "/var/www/html/config.json" failed (2: No such file or directory), client: 172.71.242.124, server: localhost-nginx-proxy-manager, request: "GET /config.json HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:30 [error] 208#208: *1808 open() "/var/www/html/telescope/requests" failed (2: No such file or directory), client: 172.70.91.154, server: localhost-nginx-proxy-manager, request: "GET /telescope/requests HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:30 [error] 208#208: *1810 open() "/var/www/html/server-status" failed (2: No such file or directory), client: 162.158.158.183, server: localhost-nginx-proxy-manager, request: "GET /server-status HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:30 [error] 208#208: *1811 open() "/var/www/html/login.action" failed (2: No such file or directory), client: 162.158.62.126, server: localhost-nginx-proxy-manager, request: "GET /login.action HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:30 [error] 208#208: *1812 open() "/var/www/html/_all_dbs" failed (2: No such file or directory), client: 172.70.231.78, server: localhost-nginx-proxy-manager, request: "GET /_all_dbs HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:30 [error] 208#208: *1813 open() "/var/www/html/.DS_Store" failed (2: No such file or directory), client: 172.70.110.8, server: localhost-nginx-proxy-manager, request: "GET /.DS_Store HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:31 [error] 208#208: *1806 open() "/var/www/html/.env" failed (2: No such file or directory), client: 172.70.115.107, server: localhost-nginx-proxy-manager, request: "GET /.env HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:31 [error] 208#208: *1814 open() "/var/www/html/.git/config" failed (2: No such file or directory), client: 172.70.110.75, server: localhost-nginx-proxy-manager, request: "GET /.git/config HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:31 [error] 208#208: *1815 open() "/var/www/html/s/632313e21323e21323e2430313/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties" failed (2: No such file or directory), client: 162.158.155.36, server: localhost-nginx-proxy-manager, request: "GET /s/632313e21323e21323e2430313/_/;/META-INF/maven/com.atlassian.jira/jira-webapp-dist/pom.properties HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:31 [error] 208#208: *1816 open() "/var/www/html/config.json" failed (2: No such file or directory), client: 162.158.159.189, server: localhost-nginx-proxy-manager, request: "GET /config.json HTTP/1.1", host: "water-tracker.com"
2024/04/01 10:53:31 [error] 208#208: *1818 open() "/var/www/html/telescope/requests" failed (2: No such file or directory), client: 172.70.110.249, server: localhost-nginx-proxy-manager, request: "GET /telescope/requests HTTP/1.1", host: "water-tracker.com"
2024/04/01 11:25:04 [error] 167#167: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 102.186.0.192, server: nginxproxymanager, request: "GET /api/ HTTP/1.1", upstream: "http://127.0.0.1:3000/", host: "18.203.160.152:81", referrer: "http://18.203.160.152:81/nginx/proxy"
2024/04/01 11:26:19 [warn] 167#167: 512 worker_connections are not enough, reusing connections
2024/04/01 11:26:19 [alert] 167#167: 512 worker_connections are not enough
2024/04/01 11:26:19 [error] 167#167: *530 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost-nginx-proxy-manager, request: "GET /favicon.ico HTTP/1.1", upstream: "http://127.0.0.1:80/favicon.ico", host: "18.203.160.152"
2024/04/01 11:27:43 [error] 167#167: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 102.186.0.192, server: nginxproxymanager, request: "GET /api/ HTTP/1.1", upstream: "http://127.0.0.1:3000/", host: "18.203.160.152:81", referrer: "http://18.203.160.152:81/nginx/proxy"
2024/04/01 11:28:56 [warn] 183#183: 512 worker_connections are not enough, reusing connections
2024/04/01 11:28:56 [alert] 183#183: 512 worker_connections are not enough
2024/04/01 11:28:56 [error] 183#183: *505 recv() failed (104: Connection reset by peer) while reading response header from upstream, client: 127.0.0.1, server: localhost-nginx-proxy-manager, request: "GET /favicon.ico HTTP/1.1", upstream: "http://127.0.0.1:80/favicon.ico", host: "18.203.160.152", referrer: "http://18.203.160.152/"
2024/04/01 11:35:42 [error] 177#177: *1 connect() failed (111: Connection refused) while connecting to upstream, client: 135.148.103.156, server: nginxproxymanager, request: "GET /api/ HTTP/1.1", upstream: "http://127.0.0.1:3000/", host: "18.203.160.152:81"
